,Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
1107,200501CW10087,528840.0,182200.0,-0.144235,51.523973,1,3,2,1,31/01/2005,2,00:35,1,E09000033,3,501,Dual carriageway,30,Automatic traffic signal,3,4201,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000946,2005
1108,200501CW10088,530230.0,179040.0,-0.125376,51.495256,1,3,2,1,25/01/2005,3,09:35,1,E09000033,3,3212,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
1109,200501CW10089,527230.0,182760.0,-0.167227,51.529371,1,2,1,1,11/01/2005,3,19:40,1,E09000033,3,41,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004725,2005
1110,200501CW10090,528850.0,179160.0,-0.145201,51.496651,1,3,2,1,31/01/2005,2,19:22,1,E09000033,3,302,One way street,30,Automatic traffic signal,3,3214,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004750,2005
1111,200501CW10091,530250.0,180590.0,-0.124516,51.509181,1,3,1,1,06/01/2005,5,13:45,1,E09000033,3,4,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01004734,2005
1112,200501CW10092,529700.0,180580.0,-0.132441,51.509218,1,2,2,1,19/01/2005,4,19:30,1,E09000033,3,4,Single carriageway,30,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lighting unknown,Fine without high winds,Dry,None,None,1,No,E01004736,2005
1113,200501CW10093,529070.0,181050.0,-0.141342,51.513586,1,3,2,1,27/01/2005,5,19:00,1,E09000033,5,0,Single carriageway,30,Automatic traffic signal,3,4201,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,No,E01004764,2005
1114,200501CW10094,527630.0,181870.0,-0.161786,51.521282,1,3,1,1,20/01/2005,5,21:10,1,E09000033,6,0,Dual carriageway,30,Giveway or uncontrolled,3,501,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004662,2005
1115,200501CW10095,526550.0,181700.0,-0.177405,51.519997,1,3,4,1,23/01/2005,1,11:10,1,E09000033,3,40,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004685,2005
1116,200501CW10102,526190.0,180830.0,-0.182902,51.512259,1,3,2,1,26/01/2005,4,19:30,1,E09000033,4,410,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,No,E01004694,2005
1117,200501CW10103,526250.0,182620.0,-0.181397,51.528332,1,3,2,1,01/02/2005,3,17:28,1,E09000033,3,5,Dual carriageway,30,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004726,2005
1118,200501CW10104,529020.0,181190.0,-0.142011,51.514855,1,3,1,1,10/01/2005,2,23:30,1,E09000033,3,4201,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1119,200501CW10106,526720.0,181230.0,-0.175125,51.515735,1,3,1,1,18/01/2005,3,10:30,1,E09000033,3,4205,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004682,2005
1120,200501CW10107,527580.0,180930.0,-0.162846,51.512846,1,3,1,2,20/01/2005,5,16:36,1,E09000033,6,0,Dual carriageway,30,Giveway or uncontrolled,3,402,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
1121,200501CW10108,527300.0,181440.0,-0.166695,51.517492,1,3,3,1,20/01/2005,5,23:12,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,3,5,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004684,2005
1122,200501CW10109,528700.0,179310.0,-0.147306,51.498033,1,3,2,1,28/01/2005,6,13:10,1,E09000033,3,302,One way street,30,Automatic traffic signal,3,3217,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004690,2005
1123,200501CW10110,528930.0,180240.0,-0.143654,51.506338,1,3,2,1,07/01/2005,6,19:30,1,E09000033,5,0,Single carriageway,30,Automatic traffic signal,3,4,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004761,2005
1124,200501CW10111,530430.0,180350.0,-0.122013,51.506983,1,3,1,1,07/01/2005,6,15:15,1,E09000033,3,3211,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004733,2005
1125,200501CW10112,528850.0,178250.0,-0.145532,51.488473,1,3,2,1,08/01/2005,7,12:35,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004668,2005
1126,200501CW10113,529080.0,179140.0,-0.141896,51.496419,1,3,1,1,09/01/2005,1,13:10,1,E09000033,3,302,One way street,30,Giveway or uncontrolled,3,302,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004748,2005
1127,200501CW10114,529920.0,180990.0,-0.129121,51.512852,1,3,1,1,31/01/2005,2,15:10,1,E09000033,3,400,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004734,2005
1128,200501CW10116,529350.0,180530.0,-0.1375,51.508849,1,3,1,1,01/02/2005,3,15:04,1,E09000033,3,4,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004764,2005
1129,200501CW10118,527420.0,179680.0,-0.165602,51.501648,1,3,2,1,01/02/2005,3,17:40,1,E09000033,3,315,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004689,2005
1130,200501CW10119,527330.0,179690.0,-0.166894,51.501758,1,3,2,1,28/01/2005,6,08:08,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,3,315,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004689,2005
1131,200501CW10120,526390.0,180690.0,-0.180072,51.510956,1,3,1,1,31/01/2005,2,15:10,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,3,402,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004694,2005
1132,200501CW10121,530000.0,180370.0,-0.128198,51.507262,1,3,1,1,02/02/2005,4,21:20,1,E09000033,3,3212,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1133,200501CW10122,529540.0,179100.0,-0.135288,51.495954,1,3,1,1,25/01/2005,3,15:20,1,E09000033,4,323,Single carriageway,30,Giveway or uncontrolled,4,324,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,No,E01004744,2005
1134,200501CW10124,529370.0,179040.0,-0.137758,51.495454,1,3,2,1,02/02/2005,4,13:40,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004748,2005
1135,200501CW10125,527970.0,181010.0,-0.1572,51.513476,1,3,1,1,02/02/2005,4,10:55,1,E09000033,3,40,Single carriageway,30,None,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004762,2005
1136,200501CW10126,529940.0,180470.0,-0.129025,51.508174,1,3,2,1,02/02/2005,4,18:20,1,E09000033,3,4,One way street,30,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004736,2005
1137,200501CW10127,527960.0,180650.0,-0.157475,51.510243,1,3,2,1,03/02/2005,5,11:59,1,E09000033,3,4202,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
1138,200501CW10129,528410.0,179700.0,-0.151339,51.501604,1,3,2,1,31/01/2005,2,21:00,1,E09000033,3,302,Roundabout,30,Giveway or uncontrolled,3,4,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004691,2005
1139,200501CW10130,529820.0,180200.0,-0.130852,51.505775,1,3,2,1,03/02/2005,5,15:50,1,E09000033,5,0,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1140,200501CW10131,528450.0,181100.0,-0.150254,51.514176,1,3,1,1,04/02/2005,6,15:20,1,E09000033,3,40,One way street,30,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1141,200501CW10132,528500.0,181110.0,-0.14953,51.514255,1,3,1,1,04/02/2005,6,13:23,1,E09000033,3,40,Single carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1142,200501CW10135,529340.0,181180.0,-0.137405,51.514692,1,3,2,2,05/02/2005,7,03:35,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1143,200501CW10136,528980.0,181380.0,-0.142518,51.516572,1,2,1,1,14/01/2005,6,16:19,1,E09000033,3,4201,Dual carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004765,2005
1144,200501CW10137,527750.0,181900.0,-0.160046,51.521525,1,3,1,1,05/02/2005,7,19:50,1,E09000033,3,501,Dual carriageway,30,Automatic traffic signal,3,41,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004662,2005
1145,200501CW10138,530090.0,181340.0,-0.126544,51.515958,1,3,2,1,07/02/2005,2,13:50,2,E09000007,3,401,One way street,30,Automatic traffic signal,3,401,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000919,2005
1146,200501CW10140,528340.0,179220.0,-0.152522,51.497306,1,3,2,1,07/02/2005,2,08:35,1,E09000033,4,310,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004690,2005
1147,200501CW10141,527940.0,181160.0,-0.157578,51.514831,1,3,2,1,08/01/2005,7,19:45,1,E09000033,3,5204,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004657,2005
1148,200501CW10142,527770.0,181890.0,-0.159762,51.52143,1,3,2,1,08/02/2005,3,23:47,1,E09000033,3,41,One way street,30,Automatic traffic signal,3,501,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004662,2005
1149,200501CW10143,529560.0,180660.0,-0.134428,51.509969,1,3,2,1,08/02/2005,3,09:42,1,E09000033,3,4201,One way street,30,Automatic traffic signal,3,4,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004736,2005
1150,200501CW10144,529580.0,181270.0,-0.133915,51.515446,1,3,2,1,28/01/2005,6,04:30,1,E09000033,5,0,One way street,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004763,2005
1151,200501CW10146,530060.0,180460.0,-0.1273,51.508057,1,3,1,1,10/02/2005,5,03:45,1,E09000033,3,4,Single carriageway,30,None,-1,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004736,2005
1152,200501CW10149,526890.0,181870.0,-0.172446,51.521449,1,3,2,1,13/01/2005,5,20:45,1,E09000033,3,5,Single carriageway,30,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,No,E01004702,2005
1153,200501CW10150,527590.0,181160.0,-0.162619,51.51491,1,3,2,1,29/01/2005,7,02:59,1,E09000033,3,5,Single carriageway,30,Automatic traffic signal,3,5,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004658,2005
1154,200501CW10160,526230.0,181410.0,-0.182119,51.517462,1,3,2,2,20/01/2005,5,14:25,1,E09000033,5,0,Dual carriageway,30,Automatic traffic signal,3,4206,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004681,2005
1155,200501CW10177,528040.0,180620.0,-0.156333,51.509956,1,3,2,1,27/01/2005,5,13:25,1,E09000033,5,0,Single carriageway,40,Automatic traffic signal,3,4202,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004689,2005
1156,200501CW10182,527480.0,181820.0,-0.163965,51.520867,1,3,1,1,13/01/2005,5,17:30,1,E09000033,5,0,Dual carriageway,30,Giveway or uncontrolled,3,501,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004661,2005
1157,200501CW10183,524860.0,181970.0,-0.201655,51.522799,1,3,1,1,27/01/2005,5,20:00,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,3,4207,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004679,2005
1158,200501CW10184,529110.0,181250.0,-0.140693,51.515374,1,3,1,1,13/01/2005,5,15:40,1,E09000033,3,4201,Single carriageway,30,Automatic traffic signal,3,40,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004764,2005
1159,200501CW10185,525500.0,182100.0,-0.192389,51.523826,1,3,1,1,28/01/2005,6,15:45,1,E09000033,5,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004756,2005
1160,200501CW10186,529410.0,178850.0,-0.137251,51.493737,1,3,1,1,14/01/2005,6,16:00,1,E09000033,4,324,Single carriageway,30,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004747,2005
1161,200501CW10187,526940.0,181710.0,-0.171783,51.519999,1,3,2,1,01/02/2005,3,14:33,1,E09000033,3,404,Dual carriageway,50,None,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004702,2005
1162,200501CW10188,526580.0,183500.0,-0.176327,51.536167,1,3,1,1,01/02/2005,3,15:30,1,E09000033,3,41,Dual carriageway,30,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004649,2005
1163,200501CW10189,527570.0,181150.0,-0.162911,51.514825,1,3,2,1,01/02/2005,3,19:30,1,E09000033,3,5,Dual carriageway,30,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01004680,2005
1164,200501CW10190,525280.0,182280.0,-0.195494,51.525492,1,3,1,1,02/02/2005,4,15:25,1,E09000033,6,0,Single carriageway,30,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01004675,2005
